id	user	date	date_kind	lon	lat	accuracy	url	title	user_id	had_coord_entry
7636391	Fong210	2009-08-08	taken	105.856143	21.023744		https://commons.wikimedia.org/?curid=7636391	File:1 copy resize.jpg	807590	no
14638091	File Upload Bot (Magnus Manske)	2009:09:26 08:54:51	taken	105.905556	21.008333		https://commons.wikimedia.org/?curid=14638091	File:ThoKhoi TamQuan.JPG	40038	no
135952127	Nguyenmy2302	2023-08-12	taken	105.851913	21.020846		https://commons.wikimedia.org/?curid=135952127	File:Biệt thự 49 Trần Hưng Đạo, Hà Nội.jpg	9748661	no
40536422	Cccefalon	2011:05:11 08:53:50	taken	105.821353	21.020238		https://commons.wikimedia.org/?curid=40536422	File:Hanoi Vietnam Transport-in-Hanoi-01.jpg	1544168	no
40536448	Cccefalon	2011:05:11 08:55:48	taken	105.821353	21.020238		https://commons.wikimedia.org/?curid=40536448	File:Hanoi Vietnam Transport-in-Hanoi-02.jpg	1544168	no
40536585	Cccefalon	2011:05:11 08:57:59	taken	105.821353	21.020238		https://commons.wikimedia.org/?curid=40536585	File:Hanoi Vietnam Transport-in-Hanoi-03.jpg	1544168	no
2907128	Rungbachduong	2001-11-02	taken	105.839417	21.031667		https://commons.wikimedia.org/?curid=2907128	File:Lenin Park Hanoi.JPG	208886	no
37247051	Cccefalon	2011:05:10 11:34:07	taken	105.834641	21.036747		https://commons.wikimedia.org/?curid=37247051	File:Hanoi Vietnam Mausoleum-of-Ho-Chi-Minh-01.jpg	1544168	no
37247106	Cccefalon	2011:05:10 09:47:47	taken	105.834641	21.036747		https://commons.wikimedia.org/?curid=37247106	File:Hanoi Vietnam Mausoleum-of-Ho-Chi-Minh-02.jpg	1544168	no
37247271	Cccefalon	2011:05:10 10:50:55	taken	105.821353	21.020238		https://commons.wikimedia.org/?curid=37247271	File:Hanoi Vietnam The-omnipresent-plastic-chairs-01.jpg	1544168	no
37249119	Cccefalon	2011:05:09 10:52:03	taken	105.853365	21.031695		https://commons.wikimedia.org/?curid=37249119	File:Hanoi Vietnam Thang-Long-Water-Puppet-Theatre-01.jpg	1544168	no
